Source	Bioentity ID	HGNC	GO Term	Reference	Evidence Type	Evidence With	Ontology Aspect	Gene Description	Synonyms	Type	Organism	Date	Source2
MGI	MGI:97528	Pdgfb	GO:0061298	MGI:MGI:5607451|PMID:25224828	IMP	MGI:MGI:2670574	P	platelet derived growth factor, B polypeptide	PDGF-B|Sis	protein	NCBITaxon:10090	20150326	MGI
MGI	MGI:97530	Pdgfra	GO:0061298	MGI:MGI:1931346|PMID:11239463	IGI	UniProtKB:P05622	P	platelet derived growth factor receptor, alpha polypeptide	CD140a|Pdgfr-2	protein	NCBITaxon:10090	20110406	UniProt
MGI	MGI:88248	Calb1	GO:0043005	MGI:MGI:2181231|PMID:12115694	IDA		C	calbindin 1	Brain-2|Calb|Calb-1|calbindin|calbindin-D (28k)|CalbindinD28K|CB	protein	NCBITaxon:10090	20110107	MGI
MGI	MGI:88248	Calb1	GO:0043025	MGI:MGI:2181231|PMID:12115694	IDA		C	calbindin 1	Brain-2|Calb|Calb-1|calbindin|calbindin-D (28k)|CalbindinD28K|CB	protein	NCBITaxon:10090	20110107	MGI
MGI	MGI:88248	Calb1	GO:0010842	PMID:10741426	IEP		P	calbindin 1	Brain-2|Calb|Calb-1|calbindin|calbindin-D (28k)|CalbindinD28K|CB	protein	NCBITaxon:10090	20110428	UniProt
MGI	MGI:88248	Calb1	GO:0060041	PMID:10741426	IEP		P	calbindin 1	Brain-2|Calb|Calb-1|calbindin|calbindin-D (28k)|CalbindinD28K|CB	protein	NCBITaxon:10090	20110428	UniProt
MGI	MGI:88227	C3	GO:1905114	MGI:MGI:6189359|PMID:22632727	IMP		P	complement component 3	acylation stimulating protein|complement factor 3|Plp	protein	NCBITaxon:10090	20180627	ARUK-UCL
MGI	MGI:1918511	Poc1b	GO:0001895	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:Q8TC44	P	POC1 centriolar protein B	4933430F16Rik|Wdr51b	protein	NCBITaxon:10090	20141110	MGI
MGI	MGI:1933427	Akr1c6	GO:0001758	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:P17516	F	aldo-keto reductase family 1, member C6	3alpha-HSD|Akr1c1|estradiol 17-beta-dehydrogenase (A-specific)|Hsd17b5	protein	NCBITaxon:10090	20120119	MGI
MGI	MGI:88491	Crabp2	GO:0016918	GO_REF:0000004|MGI:MGI:1354194	IEA	UniProtKB-KW:KW-0845	F	cellular retinoic acid binding protein II	Crabp-2|CrabpII	protein	NCBITaxon:10090	20200802	UniProt
MGI	MGI:88490	Crabp1	GO:0016918	GO_REF:0000004|MGI:MGI:1354194	IEA	UniProtKB-KW:KW-0845	F	cellular retinoic acid binding protein I	Crabp-1|CrabpI|Rbp-5	protein	NCBITaxon:10090	20200802	UniProt
MGI	MGI:2384418	Rgs9bp	GO:0001750	MGI:MGI:5507748|PMID:23555598	IDA		C	regulator of G-protein signalling 9 binding protein	R9AP|Rgs9-1bp	protein	NCBITaxon:10090	20150108	MGI
MGI	MGI:2384303	Rp1l1	GO:0045494	MGI:MGI:4353917|PMID:19657028	IMP		P	retinitis pigmentosa 1 homolog like 1	Dcdc4|Rp1hl1	protein	NCBITaxon:10090	20110426	UniProt
MGI	MGI:2384303	Rp1l1	GO:0045494	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:Q8IWN7	P	retinitis pigmentosa 1 homolog like 1	Dcdc4|Rp1hl1	protein	NCBITaxon:10090	20131016	MGI
MGI	MGI:2384303	Rp1l1	GO:0060041	PMID:21873635	IBA	MGI:MGI:1341105|PANTHER:PTN000543934|ZFIN:ZDB-GENE-120711-1	P	retinitis pigmentosa 1 homolog like 1	Dcdc4|Rp1hl1	protein	NCBITaxon:10090	20170228	GO_Central
MGI	MGI:1344394	Lamc3	GO:0060041	MGI:MGI:4454394|PMID:19907020	IGI	MGI:MGI:99916	P	laminin gamma 3		protein	NCBITaxon:10090	20110111	MGI
MGI	MGI:3583306	Raxos1	GO:0003674	GO_REF:0000015|MGI:MGI:2156816	ND		F	retina and anterior neural fold homeobox, opposite strand 1		gene	NCBITaxon:10090	20100202	MGI
MGI	MGI:3583306	Raxos1	GO:0005575	GO_REF:0000015|MGI:MGI:2156816	ND		C	retina and anterior neural fold homeobox, opposite strand 1		gene	NCBITaxon:10090	20100202	MGI
MGI	MGI:3583306	Raxos1	GO:0008150	GO_REF:0000015|MGI:MGI:2156816	ND		P	retina and anterior neural fold homeobox, opposite strand 1		gene	NCBITaxon:10090	20100202	MGI
MGI	MGI:88454	Col4a1	GO:0061304	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:P02462	P	collagen, type IV, alpha 1	alpha1(IV) collagen|Bru|Col4a-1|Del(8)44H|Del(8)Bru44H|Raw|Svc	protein	NCBITaxon:10090	20140115	MGI
MGI	MGI:88401	Vsx2	GO:0005634	MGI:MGI:3848562|PMID:19389377	IDA		C	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20110714	MGI
MGI	MGI:88401	Vsx2	GO:0005737	MGI:MGI:3848562|PMID:19389377	IDA		C	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20110714	MGI
MGI	MGI:88401	Vsx2	GO:0060040	MGI:MGI:79586|PMID:8630490	IMP	MGI:MGI:1856112	P	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20070917	MGI
MGI	MGI:88401	Vsx2	GO:0060042	MGI:MGI:3701027|PMID:16854970	IMP	MGI:MGI:1856112	P	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20080305	MGI
MGI	MGI:88401	Vsx2	GO:0060042	MGI:MGI:79586|PMID:8630490	IMP	MGI:MGI:1856112	P	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20070917	MGI
MGI	MGI:88401	Vsx2	GO:0061074	PMID:21873635	IBA	PANTHER:PTN000676430|ZFIN:ZDB-GENE-001222-1	P	visual system homeobox 2	Chx10|Hox10|Hox-10	protein	NCBITaxon:10090	20200220	GO_Central
MGI	MGI:1277215	Bbs1	GO:0001895	MGI:MGI:3055247|PMID:15322545	IMP	MGI:MGI:3055491	P	Bardet-Biedl syndrome 1 (human)	D19Ertd609e	protein	NCBITaxon:10090	20041224	MGI
MGI	MGI:1277215	Bbs1	GO:0045494	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:Q8NFJ9	P	Bardet-Biedl syndrome 1 (human)	D19Ertd609e	protein	NCBITaxon:10090	20080514	MGI
MGI	MGI:102764	Six3	GO:0061074	MGI:MGI:4837018|PMID:20890044	IMP		P	sine oculis-related homeobox 3	E130112M24Rik	protein	NCBITaxon:10090	20140818	UniProt
MGI	MGI:88182	Bmp6	GO:0030154	MGI:MGI:2681054|PMID:14623245	IMP	MGI:MGI:2159013	P	bone morphogenetic protein 6	D13Wsu115e|Vgr1	protein	NCBITaxon:10090	20110601	MGI
MGI	MGI:88145	Bdnf	GO:0045773	MGI:MGI:5566541|PMID:24573299	IMP		P	brain derived neurotrophic factor		protein	NCBITaxon:10090	20151104	MGI
MGI	MGI:88145	Bdnf	GO:0046668	MGI:MGI:2155023|PMID:11747369	IDA		P	brain derived neurotrophic factor		protein	NCBITaxon:10090	20031017	MGI
MGI	MGI:88145	Bdnf	GO:0048670	MGI:MGI:5566541|PMID:24573299	IGI	MGI:MGI:2443199	P	brain derived neurotrophic factor		protein	NCBITaxon:10090	20151104	MGI
MGI	MGI:88145	Bdnf	GO:0048672	MGI:MGI:5566541|PMID:24573299	IDA		P	brain derived neurotrophic factor		protein	NCBITaxon:10090	20151104	MGI
MGI	MGI:88145	Bdnf	GO:0048672	MGI:MGI:5566541|PMID:24573299	IMP		P	brain derived neurotrophic factor		protein	NCBITaxon:10090	20151104	MGI
MGI	MGI:88138	Bcl2	GO:0043066	MGI:MGI:1336407|PMID:10321489	IMP	MGI:MGI:1857430	P	B cell leukemia/lymphoma 2	Bcl-2|C430015F12Rik|D830018M01Rik	protein	NCBITaxon:10090	20080411	MGI
MGI	MGI:88138	Bcl2	GO:0046671	MGI:MGI:1336407|PMID:10321489	IMP	MGI:MGI:1857430	P	B cell leukemia/lymphoma 2	Bcl-2|C430015F12Rik|D830018M01Rik	protein	NCBITaxon:10090	20080411	MGI
MGI	MGI:104874	Akt2	GO:0097473	MGI:MGI:3695811|PMID:17202487	IMP	MGI:MGI:2158456	P	thymoma viral proto-oncogene 2	2410016A19Rik|PKB|PKBbeta	protein	NCBITaxon:10090	20161031	MGI
MGI	MGI:1344037	Rpgr	GO:0060042	MGI:MGI:1354839|PMID:10725384	IMP	MGI:MGI:2386674	P	retinitis pigmentosa GTPase regulator	Rd9|Rp3h	protein	NCBITaxon:10090	20150106	MGI
MGI	MGI:104853	Hes1	GO:0045665	MGI:MGI:3588911|PMID:16038893	IMP	MGI:MGI:2149672	P	hes family bHLH transcription factor 1	bHLHb39|Hry	protein	NCBITaxon:10090	20060209	MGI
MGI	MGI:88109	Atp1b2	GO:0001895	MGI:MGI:2159503|PMID:8793730	IMP		P	ATPase, Na+/K+ transporting, beta 2 polypeptide	Amog|Atpb-2	protein	NCBITaxon:10090	20190924	ARUK-UCL
MGI	MGI:88109	Atp1b2	GO:0045494	MGI:MGI:69165|PMID:7525597	IMP		P	ATPase, Na+/K+ transporting, beta 2 polypeptide	Amog|Atpb-2	protein	NCBITaxon:10090	20190929	ARUK-UCL
UniProtKB	F1RT88	CHD7	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q9P2D1|ensembl:ENSP00000392028	P	Chromodomain helicase DNA binding protein 7		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A286ZPD1	WHRN	GO:0001895	GO_REF:0000107	IEA	UniProtKB:Q80VW5|ensembl:ENSMUSP00000081557	P	Whirlin		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A286ZPD1	WHRN	GO:0001895	GO_REF:0000107	IEA	UniProtKB:Q9P202|ensembl:ENSP00000354623	P	Whirlin		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3L6W5	FASLG	GO:0046666	GO_REF:0000107	IEA	UniProtKB:P41047|ensembl:ENSMUSP00000000834	P	TNF_2 domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3L6U9	GNA11	GO:0001750	GO_REF:0000024	ISS	UniProtKB:Q5F3B5	C	Guanine nucleotide-binding protein subunit alpha-11		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	I3L6U9	GNA11	GO:0001750	GO_REF:0000024	ISS	UniProtKB:Q71RI7	C	Guanine nucleotide-binding protein subunit alpha-11		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	I3L6U9	GNA11	GO:0016020	GO_REF:0000024	ISS	UniProtKB:Q5F3B5	C	Guanine nucleotide-binding protein subunit alpha-11		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	I3L6U9	GNA11	GO:0016020	GO_REF:0000024	ISS	UniProtKB:Q71RI7	C	Guanine nucleotide-binding protein subunit alpha-11		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	Q6QN11	DIO3	GO:0046549	GO_REF:0000107	IEA	UniProtKB:Q91ZI8|ensembl:ENSMUSP00000133920	P	Thyroxine 5-deiodinase		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	Q6QN11	DIO3	GO:0097474	GO_REF:0000107	IEA	UniProtKB:Q91ZI8|ensembl:ENSMUSP00000133920	P	Thyroxine 5-deiodinase		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3L5R4	FJX1	GO:0010842	GO_REF:0000107	IEA	UniProtKB:Q8BQB4|ensembl:ENSMUSP00000097270	P	Four-jointed box kinase 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A5A5	NRCAM	GO:0031290	GO_REF:0000107	IEA	UniProtKB:Q810U4|ensembl:ENSMUSP00000020939	P	Neuronal cell adhesion molecule		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	B3VFB6	CALB1	GO:0010842	GO_REF:0000107	IEA	UniProtKB:P12658|ensembl:ENSMUSP00000029876	P	Calbindin 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RV30	SOX9	GO:0060221	GO_REF:0000107	IEA	UniProtKB:Q04887|ensembl:ENSMUSP00000000579	P	HMG box domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1SUS1	CROCC	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q8CJ40|ensembl:ENSMUSP00000099549	P	Ciliary rootlet coiled-coil, rootletin		protein	NCBITaxon:9823	20200215	Ensembl
MGI	MGI:1891428	Pcdh15	GO:0045494	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:Q96QU1	P	protocadherin 15	Gm9815|nmf19|roda|Ush1f	protein	NCBITaxon:10090	20071018	MGI
MGI	MGI:2384210	Nphp4	GO:0045494	MGI:MGI:4867588|PMID:21078623	IMP	MGI:MGI:3032515	P	nephronophthisis 4 (juvenile) homolog (human)	4930564O18Rik|nmf192	protein	NCBITaxon:10090	20140715	MGI
MGI	MGI:2384210	Nphp4	GO:0060041	MGI:MGI:4849309|PMID:21052544	IMP		P	nephronophthisis 4 (juvenile) homolog (human)	4930564O18Rik|nmf192	protein	NCBITaxon:10090	20110303	MGI
MGI	MGI:88385	Cfh	GO:0046548	MGI:MGI:3760334|PMID:17921253	IMP		P	complement component factor h	Mud-1|Sas1|Sas-1	protein	NCBITaxon:10090	20200109	MGI
MGI	MGI:88385	Cfh	GO:0060041	MGI:MGI:5883383|PMID:28057640	IMP		P	complement component factor h	Mud-1|Sas1|Sas-1	protein	NCBITaxon:10090	20191107	MGI
MGI	MGI:88385	Cfh	GO:0060041	MGI:MGI:3760334|PMID:17921253	IMP		P	complement component factor h	Mud-1|Sas1|Sas-1	protein	NCBITaxon:10090	20200109	MGI
MGI	MGI:88356	Cdh3	GO:0001895	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:P22223	P	cadherin 3	Cadp|Pcad|P-cadherin	protein	NCBITaxon:10090	20140416	MGI
MGI	MGI:2686651	Bbs12	GO:0045494	MGI:MGI:5444069|PMID:22958920	IMP	MGI:MGI:5444297	P	Bardet-Biedl syndrome 12 (human)	LOC241950|LOC386537	protein	NCBITaxon:10090	20131010	MGI
MGI	MGI:2686651	Bbs12	GO:0045494	MGI:MGI:5462139|PMID:22869374	IMP	MGI:MGI:5444297	P	Bardet-Biedl syndrome 12 (human)	LOC241950|LOC386537	protein	NCBITaxon:10090	20131010	MGI
MGI	MGI:2686651	Bbs12	GO:0045494	PMID:21873635	IBA	MGI:MGI:2686651|PANTHER:PTN002478298	P	Bardet-Biedl syndrome 12 (human)	LOC241950|LOC386537	protein	NCBITaxon:10090	20200227	GO_Central
MGI	MGI:1353425	Opn4	GO:0005502	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:Q9UHM6	F	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20061123	MGI
MGI	MGI:1353425	Opn4	GO:0005886	MGI:MGI:4438311|PMID:19793992	IDA		C	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1353425	Opn4	GO:0005886	MGI:MGI:4438311|PMID:19793992	IDA		C	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1353425	Opn4	GO:0008020	MGI:MGI:4438311|PMID:19793992	IDA		F	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1353425	Opn4	GO:0008020	MGI:MGI:4438311|PMID:19793992	IDA		F	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1353425	Opn4	GO:0016056	MGI:MGI:4438311|PMID:19793992	IDA		P	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1353425	Opn4	GO:0016056	MGI:MGI:4438311|PMID:19793992	IDA		P	opsin 4 (melanopsin)	1110007J02Rik	protein	NCBITaxon:10090	20130111	MGI
MGI	MGI:1277171	Dcx	GO:0060041	PMID:21873635	IBA	MGI:MGI:1341105|PANTHER:PTN000543934|ZFIN:ZDB-GENE-120711-1	P	doublecortin	Dbct|lissencephaly, X-linked (doublecortin)	protein	NCBITaxon:10090	20170228	GO_Central
MGI	MGI:1861722	Aldh1a3	GO:0001758	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:P47895	F	aldehyde dehydrogenase family 1, subfamily A3	ALDH6|RALDH3|retinaldehyde dehydrogenase 3|V1	protein	NCBITaxon:10090	20161219	MGI
MGI	MGI:1861722	Aldh1a3	GO:0042574	GO_REF:0000096|MGI:MGI:4834177	ISO	UniProtKB:P47895	P	aldehyde dehydrogenase family 1, subfamily A3	ALDH6|RALDH3|retinaldehyde dehydrogenase 3|V1	protein	NCBITaxon:10090	20090316	MGI
MGI	MGI:1923032	Lca5	GO:0045494	MGI:MGI:5050784|PMID:21606596	IMP		P	Leber congenital amaurosis 5 (human)	4930431B11Rik|5730406O13Rik|ORF64	protein	NCBITaxon:10090	20121118	MGI
UniProtKB	P27485	RBP4	GO:0016918	GO_REF:0000043	IEA	UniProtKB-KW:KW-0845	F	Retinol-binding protein 4		protein	NCBITaxon:9823	20200613	UniProt
UniProtKB	F1RYP1	NEUROD1	GO:0035881	GO_REF:0000107	IEA	UniProtKB:Q60867|ensembl:ENSMUSP00000040364	P	Neurogenic differentiation factor		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LNT3	DLL1	GO:0060042	GO_REF:0000107	IEA	UniProtKB:Q61483|ensembl:ENSMUSP00000014917	P	Delta-like protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1S9T5	NECTIN1	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q9JKF6|ensembl:ENSMUSP00000034510	P	Nectin-1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	Q2PKF4	GNAQ	GO:0001750	GO_REF:0000024	ISS	UniProtKB:Q5F3B5	C	Guanine nucleotide-binding protein G(q) subunit alpha		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	Q2PKF4	GNAQ	GO:0001750	GO_REF:0000024	ISS	UniProtKB:Q71RI7	C	Guanine nucleotide-binding protein G(q) subunit alpha		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	Q2PKF4	GNAQ	GO:0016020	GO_REF:0000024	ISS	UniProtKB:Q5F3B5	C	Guanine nucleotide-binding protein G(q) subunit alpha		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	Q2PKF4	GNAQ	GO:0016020	GO_REF:0000024	ISS	UniProtKB:Q71RI7	C	Guanine nucleotide-binding protein G(q) subunit alpha		protein	NCBITaxon:9823	20150608	AgBase
UniProtKB	C4TJC6	LHX2	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q9Z0S2|ensembl:ENSMUSP00000000253	P	LIM homeobox protein 2		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1S8Z0	SLIT1	GO:0031290	GO_REF:0000107	IEA	UniProtKB:Q80TR4|ensembl:ENSMUSP00000025993	P	Slit guidance ligand 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LMI3	PTF1A	GO:0010842	GO_REF:0000107	IEA	UniProtKB:Q9QX98|ensembl:ENSMUSP00000028068	P	BHLH domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LMI3	PTF1A	GO:0035881	GO_REF:0000107	IEA	UniProtKB:Q9QX98|ensembl:ENSMUSP00000028068	P	BHLH domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LMI3	PTF1A	GO:0061074	GO_REF:0000107	IEA	UniProtKB:Q9QX98|ensembl:ENSMUSP00000028068	P	BHLH domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RWL2	MED1	GO:0003406	GO_REF:0000107	IEA	UniProtKB:Q925J9|ensembl:ENSMUSP00000103169	P	Mediator of RNA polymerase II transcription subunit 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A286ZMV1	NXNL2	GO:0045494	GO_REF:0000002	IEA	InterPro:IPR029519	P	Thioredoxin-like_fold domain-containing protein		protein	NCBITaxon:9823	20200613	InterPro
UniProtKB	F1RVV1	USH1G	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q495M9|ensembl:ENSP00000480279	P	ANK_REP_REGION domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1SUA7	CDH23	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q9H251|ensembl:ENSP00000224721	P	Cadherin related 23		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LEB9	EPHB1	GO:0031290	GO_REF:0000107	IEA	UniProtKB:Q8CBF3|ensembl:ENSMUSP00000035129	P	EPH receptor B1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RVQ4	LRP5	GO:0060042	GO_REF:0000107	IEA	UniProtKB:O75197|ensembl:ENSP00000294304	P	Low-density lipoprotein receptor-related protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RVQ4	LRP5	GO:0061304	GO_REF:0000107	IEA	UniProtKB:O75197|ensembl:ENSP00000294304	P	Low-density lipoprotein receptor-related protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RVQ4	LRP5	GO:0061304	GO_REF:0000107	IEA	UniProtKB:Q91VN0|ensembl:ENSMUSP00000025856	P	Low-density lipoprotein receptor-related protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1STZ2	EPHB2	GO:0031290	GO_REF:0000107	IEA	UniProtKB:P54763|ensembl:ENSMUSP00000058135	P	EPH receptor B2		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287BIM2	CLN8	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q9QUK3|ensembl:ENSMUSP00000027554	P	TLC domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287BIM2	CLN8	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q9QUK3|ensembl:ENSMUSP00000027554	P	TLC domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1ST41	ATP1B2	GO:0045494	GO_REF:0000107	IEA	UniProtKB:P14231|ensembl:ENSMUSP00000047353	P	Sodium/potassium-transporting ATPase subunit beta		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1S9A7	USH1C	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q9Y6N9|ensembl:ENSP00000005226	P	USH1 protein network component harmonin		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A2E8	MERTK	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q60805|ensembl:ENSMUSP00000014505	P	MER proto-oncogene, tyrosine kinase		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A286ZKM7	IRX5	GO:0060040	GO_REF:0000107	IEA	UniProtKB:Q9JKQ4|ensembl:ENSMUSP00000034184	P	Homeobox domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	I3LGC8	VSX1	GO:0060040	GO_REF:0000107	IEA	UniProtKB:Q91V10|ensembl:ENSMUSP00000039088	P	Visual system homeobox 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A286	RPL24	GO:0031290	GO_REF:0000107	IEA	UniProtKB:Q8BP67|ensembl:ENSMUSP00000023269	P	TRASH domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A286	RPL24	GO:0060041	GO_REF:0000107	IEA	UniProtKB:Q8BP67|ensembl:ENSMUSP00000023269	P	TRASH domain-containing protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1SRW6	IHH	GO:0003406	GO_REF:0000107	IEA	UniProtKB:P97812|ensembl:ENSMUSP00000128056	P	Hedgehog protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1SRW6	IHH	GO:0060220	GO_REF:0000107	IEA	UniProtKB:P97812|ensembl:ENSMUSP00000128056	P	Hedgehog protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1RXY2	USP45	GO:0045494	GO_REF:0000107	IEA	UniProtKB:Q8K387|ensembl:ENSMUSP00000067109	P	Ubiquitin carboxyl-terminal hydrolase		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287BFS8	TTC8	GO:0060219	GO_REF:0000107	IEA	UniProtKB:Q8VD72|ensembl:ENSMUSP00000078148	P	Tetratricopeptide repeat domain 8		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287BFQ3	DLL4	GO:0061074	GO_REF:0000107	IEA	UniProtKB:Q9JI71|ensembl:ENSMUSP00000099575	P	Delta-like protein		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	F1SQC3	VHL	GO:0048877	GO_REF:0000107	IEA	UniProtKB:P40338|ensembl:ENSMUSP00000039418	P	von Hippel-Lindau disease tumor suppressor isoform 1		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A064	PTPRM	GO:0010842	GO_REF:0000107	IEA	UniProtKB:P28827|ensembl:ENSP00000463325	P	Protein tyrosine phosphatase receptor type M		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	A0A287A064	PTPRM	GO:0031290	GO_REF:0000107	IEA	UniProtKB:P28827|ensembl:ENSP00000463325	P	Protein tyrosine phosphatase receptor type M		protein	NCBITaxon:9823	20200215	Ensembl
UniProtKB	P80456	AOX1	GO:0050250	GO_REF:0000024	ISS	UniProtKB:O54754	F	Aldehyde oxidase 1	AO	protein	NCBITaxon:9986	20170620	UniProt
UniProtKB	Q6W3E1	RHO	GO:0005502	GO_REF:0000024	ISS	UniProtKB:P02699	F	Rhodopsin	RH1	protein	NCBITaxon:70610	20171204	UniProt
UniProtKB	P33431	SOD1	GO:0001895	GO_REF:0000024	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]		protein	NCBITaxon:10141	20070813	UniProt
UniProtKB	Q8HYE4	ALDH1A1	GO:0001523	PMID:12576512	IDA		P	Retinal dehydrogenase 1		protein	NCBITaxon:9541	20161013	UniProt
UniProtKB	Q8HYE4	ALDH1A1	GO:0001758	PMID:12576512	IDA		F	Retinal dehydrogenase 1		protein	NCBITaxon:9541	20161013	UniProt
UniProtKB	Q8HYE4	ALDH1A1	GO:0005829	GO_REF:0000024	ISS	UniProtKB:Q8MI17	C	Retinal dehydrogenase 1		protein	NCBITaxon:9541	20161012	UniProt
UniProtKB	Q8HYE4	ALDH1A1	GO:0055114	PMID:12576512	IDA		P	Retinal dehydrogenase 1		protein	NCBITaxon:9541	20161013	UniProt
UniProtKB	Q8HY69	RHO	GO:0005502	GO_REF:0000024	ISS	UniProtKB:P02699	F	Rhodopsin	RH1	protein	NCBITaxon:9301	20171204	UniProt
UniProtKB	Q8HXQ2	SOD1	GO:0001895	GO_REF:0000024	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]		protein	NCBITaxon:9543	20070813	UniProt
UniProtKB	Q8HXQ0	SOD1	GO:0001895	GO_REF:0000024	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]		protein	NCBITaxon:9544	20070813	UniProt
UniProtKB	Q8HXP8	SOD1	GO:0001895	GO_REF:0000024	ISS	UniProtKB:P08228	P	Superoxide dismutase [Cu-Zn]		protein	NCBITaxon:9483	20070813	UniProt
